system:index,landcover,19-1_nir,19-2_nir,20-1_nir,20-2_nir,21-1_nir,21-2_nir,22-1_nir,22-2_nir,23-1_nir,23-2_nir
000000000000000002c9_0,0,0.0637,0.02615,0.1167,0.01555,0.1345,0.05855,0.08155,0.0221,0.0526,0.0234
0000000000000000032b_0,0,0.0516,0.0375,0.07265,0.0663,0.0237,0.0245,0.0194,0.0657,0.08645,0.00735
00000000000000000368_0,0,0.3092,0.3069,0.2365,0.3404,0.2675,0.3036,0.2729,0.3134,0.26925,0.3137999999999999
000000000000000006eb_0,0,0.3559,0.36615,0.3038,0.394,0.2054,0.3672,0.24985,0.37035,0.2381,0.3358
00000000000000000367_0,0,0.3146,0.363,0.29695,0.3518,0.2682,0.36915,0.3344,0.40265,0.38,0.35015
00000000000000000736_0,0,0.0328,0.0289,0.0736,0.08105,0.0192,0.0201,0.0227,0.0753,0.0833,0.0135
00000000000000000936_0,0,0.0369,0.0193,0.04795,0.0508,0.0172,0.0215,0.0601,0.04185,0.01655,0.02285
00000000000000000373_0,0,0.3495,0.3163,0.09375,0.3281,0.1242,0.09925,0.09495,0.1054,0.2284,0.21405
0000000000000000094e_0,0,0.18165,0.23845,0.23505,0.2564,0.24295,0.2262,0.2192,0.2502,0.2182,0.1669
00000000000000000352_0,0,0.29835,0.35115,0.2887,0.3586,0.24375,0.358,0.252,0.4316,0.2998,0.3517
000000000000000002b0_0,0,0.0697,0.0243,0.0421,0.0173,0.0384,0.0156,0.0334,0.0209,0.0439,0.0135
00000000000000000329_0,0,0.4013,0.3339,0.3207,0.3575,0.2634,0.3781,0.29875,0.3142,0.3245,0.298
00000000000000000314_0,0,0.09525,0.0502,0.1109,0.02555,0.0744,0.0293,0.1662,0.0363,0.16965,0.0578
00000000000000000733_0,0,0.1435,0.1493,0.1294,0.1428,0.21195,0.0907,0.1713,0.0834,0.1297,0.1763
0000000000000000028c_0,0,0.3225,0.2483,0.30015,0.2693,0.24005,0.2715,0.2622,0.278,0.3022,0.2478
00000000000000000327_0,0,0.1017,0.0486,0.1634,0.02095,0.0652,0.0221,0.1275,0.0304,0.1385,0.02535
00000000000000000685_0,0,0.1205,0.0245,0.0503,0.0157,0.042,0.0133,0.0461,0.0181,0.05045,0.0131
00000000000000000737_0,0,0.2618,0.22875,0.2139,0.23395,0.187,0.2619,0.1967,0.2112,0.2078,0.1878
00000000000000000756_0,0,0.2633,0.2012,0.1769,0.2461,0.1567,0.2062,0.1832,0.1954,0.1986,0.176
000000000000000006ad_0,0,0.0731,0.0332,0.1089,0.0198,0.04365,0.0146,0.051,0.035,0.1753,0.0252
0000000000000000034f_0,0,0.0259,0.02165,0.04655,0.0179,0.0324,0.02075,0.02775,0.0243,0.038,0.01845
000000000000000008ea_0,0,0.0761,0.0098,0.0542,0.01575,0.0336,0.009,0.0202,0.0102,0.0102,0.0084
000000000000000008bd_0,0,0.279,0.2945,0.25515,0.2539,0.2319,0.3799,0.346,0.3411,0.3297,0.3707
0000000000000000032a_0,0,0.3195,0.29585,0.29035,0.3006,0.2507,0.33805,0.3094,0.2727,0.2867,0.2357
00000000000000000a36_0,0,0.2652,0.22135,0.2119,0.22685,0.1597,0.26355,0.3234,0.29815,0.3198,0.1947
0000000000000000033c_0,0,0.2141,0.1768,0.20795,0.1745,0.1964,0.1795,0.16575,0.1594,0.1854,0.1631
000000000000000002d7_0,0,0.0749,0.0425,0.06845,0.0309,0.1034,0.03515,0.096,0.0744,0.0767,0.1063
00000000000000000598_0,0,0.1628,0.1208,0.2112,0.1205,0.2044,0.12385,0.1477,0.1542,0.2136,0.2254
00000000000000000637_0,0,0.2767,0.3311,0.32505,0.3583,0.2549,0.3376,0.2825,0.332,0.276,0.3063
000000000000000004e0_0,0,0.1754,0.1609,0.22315,0.1442,0.1413,0.11475,0.1669,0.114,0.1795,0.15675
000000000000000008c4_0,0,0.22425,0.2389,0.22065,0.2883,0.3091,0.29895,0.1973,0.2178,0.2228,0.2513
000000000000000002bb_0,0,0.0225,0.01985,0.02975,0.0173,0.0171,0.0165,0.0199,0.0199,0.0304,0.0128
0000000000000000029b_0,0,0.0485,0.02915,0.0634,0.0383,0.02,0.0302,0.0566,0.0683,0.0803,0.0121
000000000000000006fa_0,0,0.0239,0.0244,0.04655,0.0179,0.05865,0.0191,0.0245,0.0245,0.0361,0.01985
00000000000000000880_0,0,0.0881,0.0374,0.08745,0.01225,0.0356,0.027,0.0256999999999999,0.0784,0.10935,0.0557
0000000000000000055f_0,0,0.057,0.0575,0.21645,0.05585,0.0593,0.05815,0.1464,0.0498,0.0841,0.0528
0000000000000000020d_0,0,0.08905,0.036,0.06885,0.02055,0.01845,0.02185,0.0433,0.058,0.0873,0.02545
00000000000000000239_0,0,0.2943,0.28585,0.3264,0.3867,0.2823,0.3211,0.3034,0.3408,0.31245,0.3163
0000000000000000034b_0,0,0.0254,0.023,0.0485,0.0161,0.0476,0.0225,0.0205,0.0209,0.0318,0.0178
000000000000000005bc_0,0,0.24415,0.3066,0.2843,0.3275,0.2783,0.3129,0.3217,0.3063,0.28705,0.2963
0000000000000000072a_0,0,0.3572,0.3355,0.3056,0.32995,0.26405,0.3305,0.2727,0.3402,0.3082,0.2877
0000000000000000031d_0,0,0.0211,0.0491,0.1349,0.0117,0.0134,0.0148,0.09955,0.0178,0.09035,0.0097
00000000000000000333_0,0,0.07215,0.03725,0.0852,0.0226,0.03635,0.0162,0.11905,0.03665,0.0887,0.0322
00000000000000000712_0,0,0.0873,0.0631,0.0752,0.0523,0.0368,0.05135,0.0305,0.0407,0.0702,0.0165
000000000000000002ff_0,0,0.09,0.0319,0.077,0.04315,0.077,0.0513999999999999,0.0497,0.03165,0.0543,0.0256
0000000000000000073d_0,0,0.2122,0.19505,0.2001,0.2296,0.1924,0.222,0.211,0.21875,0.22375,0.1872
000000000000000002ee_0,0,0.05665,0.0331,0.08425,0.0768,0.0166,0.02035,0.0629,0.0741,0.0243,0.0066
00000000000000000346_0,0,0.1204,0.0549,0.1012,0.1223,0.1124,0.047,0.0665999999999999,0.0764,0.1496,0.0674
00000000000000000663_0,0,0.11195,0.0732,0.1058,0.0683,0.12265,0.0842,0.0404,0.0841,0.07615,0.0901
000000000000000002cb_0,0,0.0787,0.0568,0.0545,0.0453,0.0792,0.04585,0.0572,0.0616,0.0761,0.0851
0000000000000000072d_0,0,0.0738,0.0331,0.0834,0.0246,0.0201,0.04,0.0286,0.0389,0.07195,0.0173
000000000000000006b3_0,0,0.0408,0.02395,0.0408,0.016,0.037,0.02415,0.08045,0.0217,0.0525,0.0253
00000000000000000659_0,0,0.35045,0.3297,0.3482,0.3126,0.26155,0.32855,0.32665,0.3271,0.3075,0.3025
0000000000000000070b_0,0,0.0633,0.0358,0.0602,0.0335,0.0226,0.02255,0.037,0.0417,0.038,0.0474
00000000000000000675_0,0,0.053,0.0221,0.0448,0.01705,0.03245,0.0147,0.0355,0.01705,0.0285,0.01155
0000000000000000088f_0,0,0.1797,0.19805,0.1913,0.2105,0.19295,0.2002,0.191,0.2122,0.2079,0.19485
000000000000000006b1_0,0,0.0342,0.0149,0.0377,0.0195,0.037,0.0235,0.0581,0.02155,0.0441,0.0092
0000000000000000073b_0,0,0.16745,0.211,0.2129,0.2477,0.263,0.1658,0.1769,0.1394,0.1404,0.18535
0000000000000000070a_0,0,0.0658,0.0302,0.0808,0.04895,0.0187,0.04285,0.0261,0.0385,0.07485,0.0109
0000000000000000086b_0,0,0.0568,0.0441,0.07905,0.0709,0.0197,0.0319,0.04435,0.0641,0.08825,0.0208
0000000000000000005a_0,0,0.1826,0.2787,0.21775,0.0331,0.0317,0.0377,0.08165,0.03,0.3107,0.2159
0000000000000000035a_0,0,0.2153,0.2245,0.2675,0.2686,0.216,0.2638,0.2203,0.2411,0.2301,0.2109
00000000000000000376_0,0,0.2994,0.3492,0.335,0.339,0.1693,0.17335,0.146,0.1863,0.1894,0.1775
000000000000000002a2_0,0,0.05805,0.0252,0.0403,0.0183,0.03825,0.0243,0.0282,0.023,0.0294,0.01605
000000000000000002f3_0,0,0.06635,0.032,0.092,0.0461,0.03185,0.0332999999999999,0.08275,0.0589,0.0715,0.02075
000000000000000006a9_0,0,0.2805,0.2599,0.2744,0.25325,0.2236,0.23595,0.2362,0.2751,0.3055,0.2414
00000000000000000739_0,0,0.407,0.3268,0.4082,0.3922,0.2659,0.35475,0.35175,0.38655,0.3206,0.3097
0000000000000000073e_0,0,0.142,0.1637,0.1947,0.1432,0.1853,0.1442,0.2088,0.1716,0.1718,0.1558
0000000000000000033f_0,0,0.04,0.04745,0.0879,0.0663,0.0254,0.04725,0.08105,0.0709,0.0744,0.0066
000000000000000008f4_0,0,0.2879,0.2895,0.2861,0.2921,0.3478,0.398,0.3273,0.3543,0.3152,0.3045
0000000000000000074b_0,0,0.33735,0.2992,0.2553,0.3041,0.2889,0.2988,0.3119,0.2905,0.2995,0.2867
000000000000000002de_0,0,0.346,0.3296,0.3109,0.2899,0.25,0.3016,0.3011,0.3368,0.2912,0.2682
0000000000000000093b_0,0,0.0324,0.0223,0.0404,0.013,0.0368,0.0133,0.03075,0.0217,0.02215,0.0175
0000000000000000036b_0,0,0.316,0.2595,0.2521,0.3026,0.2474,0.23435,0.2749,0.3133,0.3045,0.243
000000000000000006c6_0,0,0.0268,0.01745,0.0485,0.023,0.04,0.0256999999999999,0.0189,0.0132,0.0302,0.0112
000000000000000006da_0,0,0.0498,0.0341,0.061,0.02365,0.0261,0.04085,0.0315,0.0613999999999999,0.0707,0.0146
000000000000000008ee_0,0,0.03665,0.032,0.0942,0.06745,0.0254,0.0209,0.07385,0.0472,0.0686,0.0199
0000000000000000071d_0,0,0.0885,0.0364,0.0941,0.04855,0.0273,0.0209,0.0269,0.0661,0.0321,0.0093
00000000000000000287_0,0,0.3418,0.23165,0.25285,0.17855,0.1198,0.179,0.2505,0.2421,0.2621,0.1471
00000000000000000730_0,0,0.2271,0.1596,0.1456,0.0996,0.0969,0.1327,0.1377,0.1508,0.0948,0.058
00000000000000000354_0,0,0.16544,0.13565,0.1288,0.1595,0.1142,0.1553,0.1543,0.1939,0.2396,0.199
00000000000000000740_0,0,0.3066,0.1651,0.25165,0.2589,0.1702,0.33415,0.3226,0.2974,0.2986,0.2226
000000000000000006a4_0,0,0.0757,0.0774,0.071,0.0682,0.0725,0.0397,0.0589,0.0668,0.0504,0.0922
00000000000000000747_0,0,0.31385,0.3102,0.2522,0.3271,0.2711,0.3226,0.31495,0.313,0.3194,0.2998
00000000000000000328_0,0,0.0433,0.0513,0.0893,0.0793,0.0278,0.04365,0.027,0.0668,0.0594,0.0138
000000000000000009b3_0,0,0.22495,0.1503,0.1637,0.1423,0.17765,0.1316999999999999,0.1787,0.1122,0.2052,0.1242
000000000000000009b4_0,0,0.035,0.0295,0.0947,0.0921,0.0224,0.0242,0.0863,0.0689,0.1187,0.0152
0000000000000000072b_0,0,0.068,0.032,0.075,0.063,0.04415,0.0638,0.0593,0.0532,0.07565,0.0807
00000000000000000724_0,0,0.3785,0.4067,0.31965,0.3497,0.2908,0.40765,0.3123,0.34715,0.3095,0.3518
000000000000000009b5_0,0,0.1214,0.1529,0.1514,0.1626,0.14645,0.1508,0.1561,0.1618,0.154,0.1436
00000000000000000a43_0,0,0.19745,0.25205,0.22145,0.2278,0.2253,0.2461,0.2422,0.24015,0.227,0.2528
0000000000000000073f_0,0,0.1393,0.1112,0.11975,0.10675,0.1265,0.1528,0.1854,0.09195,0.14565,0.16085
0000000000000000071e_0,0,0.4118,0.38695,0.3362,0.4273,0.3028,0.4235,0.3191,0.4271,0.3633,0.3171
00000000000000000708_0,0,0.0853,0.026,0.0287,0.0132,0.0375,0.0349,0.2859,0.07395,0.2718,0.0485
00000000000000000909_0,0,0.24345,0.2269499999999999,0.1774,0.23,0.22025,0.21965,0.24565,0.254,0.2265,0.2267
000000000000000002e7_0,0,0.1525,0.02625,0.15945,0.0219,0.16595,0.0263,0.09885,0.0255,0.0572,0.0083
00000000000000000748_0,0,0.02725,0.0228,0.09035,0.0618,0.0158,0.0154,0.0171,0.0602,0.042,0.0152
000000000000000008fd_0,0,0.2748,0.27425,0.27215,0.27395,0.2318,0.2736,0.26555,0.2743,0.2799,0.2291
0000000000000000074c_0,0,0.0513,0.02805,0.0895,0.05395,0.0146,0.0311,0.0775,0.0637,0.10015,0.0162
00000000000000000726_0,0,0.0807,0.0827,0.08065,0.0345,0.0706,0.058,0.0361,0.06855,0.07065,0.0571
00000000000000000703_0,0,0.0737,0.0198,0.0631,0.0242,0.0236,0.0484,0.0599,0.0579,0.057,0.0179
000000000000000008fb_0,0,0.1936,0.1928,0.20305,0.155,0.2441,0.4547,0.3894,0.3667,0.3053,0.25885
00000000000000000365_0,0,0.22755,0.2253,0.2201,0.2493,0.1902,0.2501,0.235,0.25575,0.2451,0.2183
000000000000000008c1_0,0,0.201,0.205,0.2088,0.2034,0.13815,0.16525,0.17655,0.22465,0.2092999999999999,0.15
00000000000000000353_0,0,0.2273,0.22685,0.267,0.237,0.2188,0.219,0.2258,0.2137,0.21125,0.2076
0000000000000000093d_0,0,0.08935,0.0409,0.07965,0.0499,0.0232,0.05455,0.0264,0.0763,0.08445,0.0253
0000000000000000029f_0,0,0.0414,0.0227,0.03965,0.0174,0.03445,0.0199,0.05025,0.0221,0.0371,0.0255
0000000000000000090e_0,0,0.1248,0.0362,0.15475,0.0227,0.1533,0.023,0.2253,0.0378,0.11145,0.09275
000000000000000006f5_0,0,0.09195,0.0161,0.1854,0.0253,0.10085,0.0329,0.1042,0.03475,0.0553,0.0144
0000000000000000036f_0,0,0.18535,0.19485,0.1913,0.1853,0.1430999999999999,0.186,0.1967,0.197,0.1781,0.1503
00000000000000000732_0,0,0.2692,0.2604,0.25765,0.2393,0.22385,0.26535,0.26205,0.275,0.24885,0.22615
000000000000000002ab_0,0,0.0396,0.0201,0.04055,0.0179,0.0272,0.0176,0.0316,0.02115,0.02715,0.0168
0000000000000000074a_0,0,0.308,0.3826,0.2823,0.4066,0.2708,0.3467,0.2685,0.3263,0.2639,0.3115
000000000000000002a7_0,0,0.0499,0.0356,0.07005,0.0306,0.01855,0.0295,0.03375,0.0518,0.062,0.01225
000000000000000002e4_0,0,0.0363,0.023,0.049,0.0176,0.0997,0.01655,0.0273,0.01825,0.0334,0.0196
00000000000000000639_0,0,0.03935,0.0344,0.0789,0.01745,0.0144,0.0302,0.03815,0.0815,0.06025,0.0156
0000000000000000086a_0,0,0.1581,0.2306,0.1884,0.1736,0.1407,0.0684,0.0944,0.10335,0.1426,0.13155
00000000000000000351_0,0,0.2742,0.2396,0.2428,0.19275,0.1367,0.0386,0.0341,0.0786999999999999,0.0669,0.0367
0000000000000000036e_0,0,0.3271,0.2655,0.3094,0.3163,0.23245,0.3551,0.282,0.32455,0.2723,0.2767
00000000000000000716_0,0,0.1778,0.1009,0.15785,0.1106,0.1291,0.0977,0.1023,0.0888,0.0979,0.0867
0000000000000000035c_0,0,0.3439,0.4073,0.34805,0.4317,0.295,0.4465,0.2911,0.46395,0.2949,0.3633
00000000000000000296_0,0,0.1323,0.1017,0.185,0.14435,0.1116,0.12,0.08485,0.0656,0.12355,0.1342
00000000000000000362_0,0,0.39065,0.3699,0.329,0.3369,0.2735,0.3381,0.2602,0.3223,0.2724,0.2629
000000000000000006bf_0,0,0.0395,0.0278,0.0516999999999999,0.018,0.0289,0.0193,0.03275,0.02195,0.02945,0.0198
000000000000000008e5_0,0,0.2989,0.3149,0.2782,0.2611,0.24015,0.2348,0.26955,0.2853,0.2695,0.2296
00000000000000000344_0,0,0.1072,0.0165,0.20035,0.0227,0.10265,0.0238,0.1273,0.0299,0.0566,0.0151
0000000000000000087c_0,0,0.2242,0.2061,0.2023,0.22335,0.1989,0.2223,0.2459,0.2531,0.2426,0.234
0000000000000000074d_0,0,0.21205,0.20195,0.2066,0.22335,0.19405,0.2333,0.2495,0.25675,0.2097,0.2119
0000000000000000034a_0,0,0.0785,0.045,0.0803,0.0622,0.0271,0.0509,0.0844,0.08,0.0915,0.0329
000000000000000008e4_0,0,0.0398,0.0244,0.0429,0.0167,0.0349,0.0256999999999999,0.10605,0.0253,0.0609,0.0281
00000000000000000308_0,0,0.2557,0.2902,0.2919,0.2871,0.2559,0.31015,0.2883,0.29995,0.2844,0.2746
00000000000000000746_0,0,0.3584,0.3239,0.2801,0.3184,0.23375,0.2728,0.2202,0.26015,0.23945,0.24495
0000000000000000074f_0,0,0.2679,0.25435,0.24445,0.2888,0.2642,0.23,0.24595,0.2721,0.24955,0.2671
00000000000000000304_0,0,0.0724,0.0305,0.13195,0.0198,0.0997,0.0229,0.167,0.05785,0.09055,0.0208
00000000000000000713_0,0,0.03865,0.0205,0.04135,0.0173,0.03115,0.0185,0.0503,0.0211,0.0395,0.025
0000000000000000072f_0,0,0.0673,0.024,0.07795,0.0644,0.0219,0.0383,0.0451,0.0665999999999999,0.0417,0.01525
00000000000000000312_0,0,0.0565,0.0276,0.11635,0.0192,0.0684,0.02045,0.2028,0.0381,0.09205,0.0522
000000000000000008b0_0,0,0.1157,0.0817,0.0908,0.0948,0.0927,0.0522,0.0529,0.0325,0.0916,0.0172
00000000000000000179_0,0,0.285,0.3887,0.2997,0.49265,0.27305,0.3496,0.3002,0.3953,0.29825,0.29835
00000000000000000702_0,0,0.0573,0.03095,0.1138,0.01505,0.0275,0.0178,0.26605,0.0359499999999999,0.248,0.0385
000000000000000006f0_0,0,0.08685,0.2961,0.19785,0.16845,0.1264,0.1363,0.1426,0.0981,0.11665,0.1087
00000000000000000752_0,0,0.21105,0.2063,0.2024,0.2079,0.16235,0.172,0.1452,0.16615,0.1746,0.1512
00000000000000000374_0,0,0.32805,0.2504,0.2812,0.3128,0.25945,0.2728,0.3223,0.2843,0.321,0.2131
00000000000000000738_0,0,0.3332,0.3481,0.32085,0.22345,0.2401,0.2829,0.1958,0.2525,0.2343,0.2491
00000000000000000744_0,0,0.3497,0.3029,0.3308,0.3094,0.2814,0.364,0.3299,0.3558,0.311,0.299
00000000000000000866_0,0,0.2697,0.2747499999999999,0.28115,0.1905,0.2154,0.1596,0.1641,0.1477,0.1885,0.2195
000000000000000006d1_0,0,0.05145,0.0297,0.0832,0.0184,0.07,0.0235,0.2006,0.0372,0.0747,0.0244
0000000000000000026e_0,0,0.39235,0.322,0.3709,0.358,0.3001,0.3881,0.3301,0.3804,0.3532,0.3056
00000000000000000366_0,0,0.26465,0.2511,0.3228999999999999,0.2772,0.25865,0.2781,0.3325,0.2877,0.27725,0.2457
00000000000000000364_0,0,0.2704,0.2645,0.2695,0.22775,0.21925,0.3121,0.3149,0.29085,0.2803,0.235
000000000000000002fa_0,0,0.0625,0.0275,0.1149,0.0202,0.1155,0.0231,0.1746,0.04105,0.0997,0.0567
00000000000000000705_0,0,0.25725,0.17395,0.2182,0.234,0.1919,0.2769,0.1847,0.2064,0.2462,0.1858
00000000000000000755_0,0,0.2776,0.25605,0.24605,0.2774,0.23525,0.2772,0.2398,0.27195,0.2755,0.2147
00000000000000000750_0,0,0.26325,0.2522,0.2537,0.29895,0.279,0.3035,0.24195,0.2878,0.2793,0.26685
00000000000000000757_0,0,0.3292,0.3145,0.2951,0.3744,0.3587,0.37665,0.384,0.3067,0.2554,0.3302
00000000000000000953_0,0,0.2097,0.2495,0.2278,0.2581,0.2478,0.234,0.2699,0.2589,0.2274,0.2423
00000000000000000865_0,0,0.2961,0.2917,0.2801,0.3121,0.3111,0.2566,0.2983,0.2728,0.3055,0.2965
00000000000000000753_0,0,0.2198,0.2415,0.23195,0.2917,0.2231,0.26095,0.24015,0.28755,0.2416,0.2208
0000000000000000088b_0,0,0.211,0.2824,0.2696,0.2428,0.25735,0.2171,0.1803,0.1934,0.1854,0.1884
00000000000000000a38_0,0,0.1669,0.22265,0.2034,0.2219,0.2049,0.2246,0.1576,0.2318,0.21035,0.25995
00000000000000000371_0,0,0.2541,0.25965,0.25205,0.26685,0.2468,0.302,0.2617,0.2506,0.2561,0.2485
00000000000000000375_0,0,0.3045,0.24455,0.24955,0.2776,0.267,0.2999,0.3161,0.3061,0.343,0.2543
00000000000000000878_0,0,0.04575,0.0169,0.07545,0.0213,0.084,0.02095,0.09555,0.02215,0.0486,0.02445
00000000000000000751_0,0,0.28085,0.25655,0.258,0.2551,0.2267,0.2845,0.2461,0.2853,0.2561,0.1875
0000000000000000071c_0,0,0.0585,0.0337863095238095,0.1112930952380952,0.0219,0.06196,0.1191876785714286,0.2443072023809524,0.0470011904761905,0.218240119047619,0.0198839285714285
00000000000000000758_0,0,0.2561,0.26395,0.2665,0.2595,0.23915,0.2819,0.2607,0.2595,0.2355,0.2725
00000000000000000718_0,0,0.26855,0.3524,0.3532,0.3154,0.2334,0.3251,0.34495,0.34775,0.3848,0.3171
00000000000000000743_0,0,0.3412,0.31945,0.2645,0.2792,0.2461,0.31215,0.2788,0.31885,0.2748,0.282
00000000000000000844_0,0,0.2753,0.303,0.3054,0.3445,0.2713,0.2851,0.2789,0.2849,0.2743,0.2944
00000000000000000237_0,0,0.3862,0.3318,0.4121,0.3504,0.3074,0.3313,0.3761,0.3671,0.3612,0.3163
00000000000000000355_0,0,0.2756,0.3005,0.2992,0.29605,0.2663999999999999,0.3064,0.2645,0.3205,0.2682,0.30505
000000000000000008ec_0,0,0.1854,0.1811,0.1981,0.1973,0.1686,0.19125,0.1891499999999999,0.17695,0.17885,0.1526
000000000000000006ee_0,0,0.0446,0.0236,0.0963,0.0149,0.0367,0.0148,0.2606,0.0238,0.069,0.0355
0000000000000000075e_0,0,0.2981,0.29075,0.3134,0.3083,0.2471,0.2903,0.2555,0.32425,0.2799,0.2708
00000000000000000908_0,0,0.3483,0.38155,0.3233,0.34825,0.32115,0.3628,0.3577,0.3729,0.3358,0.3462
0000000000000000075d_0,0,0.32215,0.31285,0.27995,0.318,0.3218,0.28895,0.3031,0.2231,0.1246,0.2372
00000000000000000873_0,0,0.2803,0.40075,0.32265,0.3818,0.26895,0.42625,0.3212,0.3366,0.3245,0.3754
000000000000000009b6_0,0,0.2997,0.2735,0.2351,0.2466,0.2316,0.27285,0.2529,0.2736,0.2372,0.2747
000000000000000009b7_0,0,0.071,0.1437999999999999,0.1612,0.1198,0.1568,0.10735,0.12365,0.08925,0.20195,0.13045
000000000000000008c8_0,0,0.2186,0.2508,0.2468,0.2521,0.2408,0.2622,0.2329,0.2245,0.2075,0.2279
00000000000000000841_0,0,0.10565,0.0675,0.0806,0.0595,0.0716,0.0431,0.0445,0.0292,0.032,0.0181
00000000000000000706_0,0,0.0616,0.0297,0.14035,0.01925,0.0383,0.0217,0.21175,0.0426,0.10705,0.0237
0000000000000000073c_0,0,0.15105,0.0775,0.17105,0.0244,0.0751,0.0326,0.3626,0.1919,0.34995,0.2294
000000000000000008bc_0,0,0.4129,0.3659,0.3854,0.377,0.32045,0.412,0.3659,0.34955,0.368,0.3754
00000000000000000345_0,0,0.0435,0.0306,0.0985,0.0159,0.0327,0.0158,0.2709,0.0243,0.0751,0.03875
00000000000000000754_0,0,0.3658,0.3727,0.3755,0.3078,0.2781,0.32745,0.3151,0.33135,0.2933,0.2606
0000000000000000074e_0,0,0.2136,0.3256,0.3306,0.3412,0.2675,0.346,0.2697,0.2077,0.27,0.1271
00000000000000000018_0,0,0.05185,0.0446,0.144,0.03235,0.1095,0.0582,0.291,0.04295,0.041,0.0402
0000000000000000037c_0,0,0.291,0.3614,0.3756,0.34055,0.2226,0.3427,0.3392,0.327,0.3275,0.3238
00000000000000000759_0,0,0.2837,0.298,0.2714,0.29875,0.23285,0.2967,0.2291,0.2727,0.2659,0.2038
0000000000000000086e_0,0,0.3148,0.2687,0.26665,0.2924,0.2877,0.2907,0.25105,0.2829,0.2308,0.1966
00000000000000000377_0,0,0.2539,0.28535,0.2631,0.2645,0.2368499999999999,0.30725,0.2469,0.29185,0.2397,0.2298
00000000000000000761_0,0,0.2212,0.229,0.22215,0.2631,0.2205,0.2615,0.23015,0.25355,0.2479,0.22245
00000000000000000370_0,0,0.2109,0.2628,0.241,0.2647,0.24605,0.29315,0.2711,0.2631,0.24645,0.2219
0000000000000000036c_0,0,0.2807,0.236,0.23,0.19885,0.2018,0.16785,0.1354,0.1396,0.1258,0.1215
0000000000000000088e_0,0,0.19215,0.19465,0.18775,0.22,0.19825,0.189,0.19155,0.2033,0.18325,0.1744
0000000000000000036d_0,0,0.3417,0.3708,0.2597,0.1458,0.30815,0.274,0.3544,0.3557,0.3681,0.35015
00000000000000000749_0,0,0.3584,0.36825,0.3731,0.3365,0.3228,0.33445,0.358,0.3386,0.3605,0.1809
000000000000000008a1_0,0,0.3707,0.3225,0.3065,0.3204,0.2749,0.3233,0.264,0.3396,0.2779,0.3068
00000000000000000369_0,0,0.1065,0.2623,0.26525,0.2944,0.259,0.35995,0.3444,0.32265,0.2904,0.2758
0000000000000000075a_0,0,0.3271,0.28105,0.2509,0.2304,0.2244,0.2509,0.2372,0.22855,0.2462,0.211
0000000000000000037a_0,0,0.3098,0.3073,0.281,0.3059999999999999,0.28295,0.2906,0.2638,0.2899,0.2579,0.26595
00000000000000000a42_0,0,0.22585,0.28285,0.2459,0.3093,0.292,0.2845999999999999,0.3106,0.2913,0.2716,0.2946
00000000000000000372_0,0,0.35825,0.28495,0.32905,0.28055,0.2736,0.33465,0.3049,0.2812,0.26445,0.2354
00000000000000000509_0,0,0.1569,0.0672,0.1574,0.069,0.1338,0.0803,0.1837,0.1724,0.2353,0.085
0000000000000000069a_0,0,0.0448,0.0397,0.15255,0.0536,0.1319,0.0574,0.28425,0.0401,0.1306,0.0838
00000000000000000760_0,0,0.3661,0.35195,0.3365,0.3501,0.3055,0.3522,0.3236,0.37585,0.3458,0.3262
00000000000000000745_0,0,0.281,0.2928,0.2945,0.2945,0.2401,0.24865,0.2161,0.2114,0.21975,0.2279
00000000000000000379_0,0,0.1635,0.1562,0.2174,0.2391,0.1091,0.1051,0.0996,0.0866,0.07255,0.0936
00000000000000000897_0,0,0.414,0.3574,0.3628,0.33895,0.3045,0.3239,0.3446,0.34985,0.3876,0.2877
0000000000000000075b_0,0,0.3174,0.3519,0.3238499999999999,0.23115,0.0908,0.31435,0.2709,0.1519,0.1879,0.1508
00000000000000000710_0,0,0.418,0.34165,0.4144,0.3704,0.3132,0.33765,0.30775,0.3316,0.3128,0.2939
00000000000000000735_0,0,0.2695,0.2351,0.3395,0.2652,0.21045,0.27955,0.2512,0.24275,0.271,0.2382
00000000000000000762_0,0,0.2946,0.2918,0.2623,0.2657,0.2932,0.3275,0.3117,0.2509,0.2584,0.1285
00000000000000000a4c_0,0,0.2405,0.2679,0.2486,0.29815,0.25545,0.2232,0.2954,0.2909,0.3081,0.2417
00000000000000000378_0,0,0.3401,0.2753,0.2802,0.2874,0.1914,0.2633999999999999,0.2167,0.2793,0.2446,0.1804
0000000000000000075f_0,0,0.3767,0.4111,0.3648,0.3172,0.3594,0.291,0.3716,0.4933,0.4985,0.2883
00000000000000000731_0,0,0.2431,0.4491800000000001,0.39532,0.127,0.4312000000000001,0.1033,0.2961,0.329,0.2976,0.2551
0000000000000000037b_0,0,0.2694,0.2949,0.27845,0.2589,0.2479,0.2509,0.216,0.20445,0.2243,0.1457
00000000000000000910_0,0,0.22475,0.2616,0.3944800000000001,0.22305,0.31504,0.2244,0.2154,0.23065,0.2083,0.2403
000000000000000008d4_0,0,0.2861,0.2719,0.29055,0.2749,0.29035,0.2706,0.2875,0.2948,0.2817,0.3033
00000000000000000763_0,0,0.3113,0.3075,0.2947,0.30005,0.2942,0.2986499999999999,0.29,0.2843,0.3131,0.2779
00000000000000000939_0,0,0.3295,0.3407,0.3642,0.352,0.3572,0.3163,0.2778,0.2858,0.2954,0.3251
