system:index,landcover,19-1_blue,19-2_blue,20-1_blue,20-2_blue,21-1_blue,21-2_blue,22-1_blue,22-2_blue,23-1_blue,23-2_blue
00000000000000000885_0,0,0.11505,0.0569,0.03965,0.06175,0.04615,0.0656,0.0591,0.0528,0.0576,0.0628
00000000000000000831_0,0,0.04845,0.0466,0.0397,0.05255,0.0481,0.03825,0.0477,0.0419,0.0545,0.0371
0000000000000000046a_0,0,0.0358,0.036,0.0398,0.02995,0.034,0.03275,0.0292499999999999,0.0327,0.0404,0.0291
000000000000000004c0_0,0,0.0355,0.0347,0.0398,0.0442,0.04475,0.0402,0.045,0.039,0.04175,0.0423
0000000000000000053b_0,0,0.0553,0.0534,0.0399,0.05425,0.0737,0.04535,0.0933,0.0597,0.0904,0.0463
000000000000000008b9_0,0,0.1029,0.0608,0.0399,0.0949,0.0698,0.0559,0.0677,0.07455,0.1042,0.0525
000000000000000000bd_0,0,0.04685,0.0347,0.04,0.04525,0.0451,0.03535,0.041,0.0379,0.0513999999999999,0.0358
00000000000000000830_0,0,0.0685,0.05865,0.0401,0.0461,0.0465,0.07595,0.0729,0.0549,0.0948,0.0403
0000000000000000094a_0,0,0.09275,0.044,0.0401,0.0457,0.0439,0.0423,0.0552,0.0484,0.0548,0.0978
00000000000000000462_0,0,0.0386,0.0279,0.0402,0.0325,0.0234,0.02015,0.0348,0.0356,0.0364,0.0125
000000000000000004b2_0,0,0.0503,0.039,0.0403,0.0466,0.04315,0.04665,0.0556,0.0363,0.0764,0.0355
000000000000000000ac_0,0,0.0339,0.0503,0.04035,0.0392,0.02975,0.02415,0.0343,0.0206,0.044,0.0172
000000000000000000db_0,0,0.0747,0.05045,0.0404,0.0582,0.05185,0.0416,0.0463,0.0374,0.0719,0.0348
00000000000000000051_0,0,0.03855,0.03365,0.04055,0.0298,0.0367,0.0368,0.0515,0.02395,0.02675,0.0287
00000000000000000001_0,0,0.0327,0.0241,0.0406,0.0188,0.0332,0.0272,0.0159,0.0229,0.01755,0.0059
00000000000000000087_0,0,0.0441,0.0306,0.0406,0.0423,0.0335,0.02205,0.0143,0.0233,0.034,0.0226
0000000000000000009e_0,0,0.04095,0.0459,0.0407,0.0495,0.0688,0.06335,0.05245,0.05445,0.0861,0.0578
000000000000000004d3_0,0,0.0354,0.0478,0.0407,0.05115,0.0439,0.03395,0.0316,0.02945,0.0523,0.03075
00000000000000000004_0,0,0.0485,0.03415,0.04075,0.0355,0.0496,0.03585,0.02055,0.09,0.104,0.06375
00000000000000000451_0,0,0.041,0.03135,0.0408,0.0239,0.0351,0.0339,0.03765,0.0248,0.02515,0.0245
00000000000000000887_0,0,0.08705,0.0381,0.04085,0.03545,0.0414,0.03485,0.0402,0.0422,0.04145,0.025
00000000000000000007_0,0,0.05315,0.02595,0.041,0.0245,0.0386,0.0259,0.0595,0.0262,0.0401,0.0271
000000000000000000a4_0,0,0.0532,0.0412,0.041,0.04195,0.0357,0.0362,0.0349,0.0296,0.0522,0.0254
0000000000000000095f_0,0,0.094,0.0235,0.041,0.0246,0.12385,0.1167,0.1082,0.14905,0.13895,0.1639
00000000000000000008_0,0,0.0556,0.0284,0.0411,0.02615,0.0359,0.0271,0.0647,0.0185,0.03665,0.0258
00000000000000000013_0,0,0.04795,0.03455,0.0412,0.0358,0.0411,0.02825,0.057,0.0434,0.06175,0.027
00000000000000000066_0,0,0.0448,0.0396,0.0412,0.0397,0.03565,0.0308,0.05075,0.0347,0.0295,0.0337
00000000000000000238_0,0,0.0482,0.0670999999999999,0.0412,0.0579,0.0655,0.0455,0.0614,0.0685,0.1232,0.0404
00000000000000000465_0,0,0.0388,0.0481,0.0412,0.0328,0.0427,0.028,0.033,0.0268,0.03375,0.03075
000000000000000004dc_0,0,0.0344,0.0517,0.0412,0.0483,0.0446,0.0576,0.0632,0.0546,0.1017,0.0216
00000000000000000511_0,0,0.04845,0.0501,0.0412,0.0537,0.0513999999999999,0.0512,0.0585,0.0681,0.071,0.0525
00000000000000000037_0,0,0.0533,0.0319,0.0413,0.0288,0.0347,0.0265,0.03165,0.0552,0.0291,0.02545
00000000000000000196_0,0,0.06275,0.06505,0.0414,0.0531,0.0643,0.0487,0.0542,0.0431,0.0484,0.0497
000000000000000000ff_0,0,0.06465,0.0621,0.0415,0.0942,0.0551,0.0582,0.0571,0.0534,0.088,0.0501
0000000000000000044b_0,0,0.0338,0.0314,0.0415,0.0302,0.0334,0.0316,0.04065,0.04105,0.0437,0.0431
000000000000000004a3_0,0,0.0275,0.0512,0.0415,0.0413,0.0563,0.0431,0.03635,0.04535,0.047,0.0406
000000000000000004cc_0,0,0.04105,0.04335,0.04155,0.0524,0.0306,0.0415,0.0565,0.0299,0.05975,0.0317
00000000000000000025_0,0,0.0368,0.0328,0.04165,0.0326,0.03505,0.0351,0.0334,0.0244,0.0341,0.02735
0000000000000000000e_0,0,0.0221,0.03105,0.0417,0.0204,0.0267,0.0197,0.0212,0.0181,0.0496,0.03295
00000000000000000937_0,0,0.0484,0.0402,0.0417,0.0417,0.0429,0.0615,0.0693,0.04335,0.0457,0.0405
00000000000000000472_0,0,0.0456,0.0319,0.0418,0.03535,0.0406,0.03835,0.0737,0.0817,0.1015,0.0655
000000000000000004ed_0,0,0.0401,0.05325,0.0418,0.0479,0.0548,0.05175,0.0534,0.05025,0.0582,0.0577
00000000000000000a1b_0,0,0.0497,0.03745,0.0418,0.061,0.0417,0.0375,0.0441,0.03295,0.0469,0.0304
0000000000000000003d_0,0,0.0457,0.0298,0.04185,0.0503,0.0506,0.0358,0.03625,0.0185,0.0365,0.0174
00000000000000000044_0,0,0.05555,0.0461,0.0419,0.0383,0.0416,0.0249,0.0328,0.04635,0.0589,0.0299
000000000000000000ea_0,0,0.0477,0.0493,0.0419,0.0667,0.05415,0.0502,0.047,0.0441,0.0637,0.051
000000000000000001c7_0,0,0.071,0.0715,0.0419,0.08,0.0696,0.0629,0.0704,0.0734,0.1055,0.0519
00000000000000000006_0,0,0.0329,0.04155,0.0421,0.0345,0.0332999999999999,0.0253,0.0364,0.0194,0.051,0.021
00000000000000000141_0,0,0.0482,0.0459,0.0421,0.0412,0.0408,0.0441,0.0455,0.04055,0.05595,0.0392
00000000000000000933_0,0,0.04,0.0438,0.0422,0.0445,0.03925,0.0508,0.0385999999999999,0.03485,0.0421,0.0325
0000000000000000034e_0,0,0.0707,0.04105,0.0424,0.10835,0.1073,0.0307,0.0386,0.0834,0.1077,0.0448
00000000000000000a3e_0,0,0.0585,0.0712,0.0424,0.0753,0.07605,0.061,0.0678,0.0542,0.0643,0.0482
0000000000000000011f_0,0,0.0553,0.0451,0.0425,0.04555,0.0523,0.04115,0.0525,0.08315,0.082,0.043
000000000000000001a4_0,0,0.0683,0.0537,0.0426,0.06065,0.047,0.047,0.057,0.0463,0.0638,0.0596
00000000000000000855_0,0,0.0382,0.03625,0.04265,0.0432,0.0339,0.0234,0.02755,0.0315,0.02815,0.0251
00000000000000000069_0,0,0.0382,0.0306,0.0427,0.0498,0.0374,0.0499,0.0348,0.0216,0.0464,0.0229
00000000000000000067_0,0,0.0396,0.0334,0.04275,0.032,0.0444,0.0286,0.0341,0.0187,0.0452,0.03
000000000000000004b4_0,0,0.1158,0.0321,0.0428,0.03905,0.0375,0.0309,0.0334,0.0282,0.0264,0.0292
00000000000000000934_0,0,0.0557,0.0488,0.0429,0.0433,0.04065,0.0409,0.045,0.0371,0.0671,0.0636
0000000000000000007b_0,0,0.0266,0.0313,0.04295,0.0366,0.03535,0.02725,0.0303,0.0241,0.0427,0.0279
00000000000000000057_0,0,0.04055,0.03565,0.043,0.0285,0.0397,0.0415,0.0747,0.03275,0.0508,0.0469
000000000000000001f7_0,0,0.05065,0.056,0.043,0.0568,0.04815,0.0645,0.0592,0.0472,0.07915,0.0459
0000000000000000087b_0,0,0.0682,0.07705,0.043,0.0597,0.0753,0.0741,0.0453,0.058,0.0961,0.074
000000000000000000be_0,0,0.0746,0.048,0.0431,0.06625,0.03905,0.0445,0.0413,0.0405,0.074,0.0542
00000000000000000558_0,0,0.059,0.0448,0.0432,0.0571,0.0668,0.117,0.1706,0.159,0.1503,0.0433
00000000000000000014_0,0,0.0364,0.03025,0.0433,0.0309,0.0374,0.0266,0.0376,0.0217,0.0309,0.0289
00000000000000000466_0,0,0.03035,0.0283,0.04335,0.0309,0.0368,0.0287,0.0298,0.0323,0.03905,0.0286
0000000000000000021a_0,0,0.05035,0.05605,0.0434,0.0687,0.0612,0.06045,0.08565,0.06665,0.0792,0.0532
000000000000000005a0_0,0,0.0848,0.06135,0.0434,0.0617,0.04505,0.04585,0.041,0.05195,0.1092,0.0491
00000000000000000948_0,0,0.05135,0.037,0.0434,0.0543,0.06905,0.0334,0.05115,0.0431,0.0547,0.0328
00000000000000000960_0,0,0.06555,0.06575,0.0435,0.0634,0.0443,0.0761,0.0483,0.0692,0.0783,0.0725
00000000000000000961_0,0,0.02965,0.0302,0.0435,0.0294,0.0391,0.0306999999999999,0.04015,0.031,0.0343,0.033
0000000000000000009f_0,0,0.02595,0.023,0.04355,0.0374,0.0295,0.032,0.0468,0.02905,0.05265,0.022
00000000000000000017_0,0,0.04095,0.0332999999999999,0.0436,0.0288,0.0426,0.03665,0.0338,0.0214,0.0246,0.0217
000000000000000004bd_0,0,0.046,0.0447,0.0436,0.0428,0.0378,0.0354,0.0463,0.0411,0.0581,0.0342
00000000000000000497_0,0,0.0403,0.0329,0.04375,0.0341,0.03665,0.03205,0.0454,0.0331,0.0369,0.02985
000000000000000004c7_0,0,0.0728,0.0294,0.04375,0.04675,0.0495,0.0305,0.0394,0.0386,0.0582,0.02095
000000000000000000d1_0,0,0.0499,0.043,0.0439,0.0487,0.043,0.0418,0.0725,0.0337,0.0508,0.0337
00000000000000000a35_0,0,0.0273,0.035,0.0439,0.0592,0.0448,0.0446,0.0607,0.03485,0.0544,0.04075
00000000000000000091_0,0,0.04395,0.03815,0.044,0.0391,0.0452,0.0324,0.03615,0.0202,0.03555,0.0256
00000000000000000193_0,0,0.0633,0.0584,0.044,0.0569,0.0583,0.0417,0.0525,0.0465,0.051,0.0692
00000000000000000443_0,0,0.0395999999999999,0.0275,0.044,0.0319,0.0382,0.0268,0.0348,0.0252,0.0288,0.0298
00000000000000000500_0,0,0.05975,0.0436,0.044,0.0484,0.0503,0.04825,0.0573,0.05185,0.064,0.0461
00000000000000000577_0,0,0.0418,0.0513999999999999,0.0441,0.0601,0.06525,0.0565,0.0624,0.0556,0.0719,0.0579
000000000000000008fe_0,0,0.0527,0.0324,0.0441,0.0418,0.03095,0.0432,0.03975,0.0398,0.0383,0.0483
00000000000000000127_0,0,0.0566,0.0589,0.0442,0.07135,0.0526,0.05215,0.0461,0.0495,0.1159,0.047
00000000000000000478_0,0,0.0432,0.0266,0.0443,0.0339,0.03795,0.0292,0.033,0.0355,0.0402,0.0295
000000000000000005cb_0,0,0.0361,0.04945,0.0444,0.0681,0.06125,0.04795,0.0511,0.0411,0.04055,0.0579
0000000000000000003e_0,0,0.05825,0.0386,0.0445,0.0346,0.0598,0.0322,0.06605,0.0383,0.0388,0.0479
00000000000000000065_0,0,0.04245,0.0273,0.0445,0.03495,0.04405,0.0414,0.03675,0.02785,0.0322,0.0277
00000000000000000877_0,0,0.0373,0.08,0.0445,0.0488,0.074,0.04475,0.1148,0.0723,0.07855,0.03835
0000000000000000005e_0,0,0.0496,0.0313,0.0446,0.0318,0.0415,0.0335,0.0322,0.0292,0.03585,0.0231
000000000000000000e6_0,0,0.07615,0.0447,0.0446,0.0421,0.0405,0.0411,0.0453,0.0344,0.0656,0.0381
00000000000000000164_0,0,0.0557,0.0608,0.0446,0.059,0.0504,0.04465,0.052,0.0597,0.0691,0.0646
00000000000000000192_0,0,0.0559,0.0492,0.0448,0.056,0.05355,0.03955,0.0529,0.0481,0.0453,0.0436
0000000000000000052d_0,0,0.0567499999999999,0.05305,0.04485,0.0537,0.0487,0.04605,0.044,0.0424,0.0775,0.0449
00000000000000000050_0,0,0.038,0.0292,0.0449,0.0314,0.0318,0.0382,0.0398,0.0362,0.0361,0.02345
0000000000000000047b_0,0,0.0335,0.0323,0.0449,0.0353,0.0352,0.0328,0.0398,0.0331,0.0343,0.03805
00000000000000000543_0,0,0.0906,0.0769,0.0449,0.0838,0.0523,0.0358,0.0723,0.0355,0.0536,0.0339
00000000000000000566_0,0,0.0256,0.0448,0.0449,0.05755,0.0805,0.05915,0.0419,0.06625,0.1246,0.0639
000000000000000004e2_0,0,0.03705,0.0286,0.04495,0.05035,0.0349,0.0275,0.0445,0.0378,0.05375,0.0155
00000000000000000488_0,0,0.0363,0.0401,0.045,0.0336,0.03835,0.02875,0.0283,0.0406,0.03185,0.0173
0000000000000000044a_0,0,0.0537,0.0395,0.04505,0.03115,0.0467,0.0324,0.047,0.0327,0.0572,0.03105
000000000000000000df_0,0,0.0438,0.04605,0.0451,0.04955,0.05205,0.0453,0.0503,0.0394,0.0398,0.0454
000000000000000004bf_0,0,0.04755,0.0453,0.0451,0.0433,0.04185,0.0343,0.0486,0.0388,0.0895,0.0494
0000000000000000031b_0,0,0.05535,0.08005,0.0453,0.0793,0.0711,0.07505,0.061,0.0785,0.0901,0.0645
00000000000000000481_0,0,0.0367,0.0465,0.0453,0.0298,0.036,0.0429,0.04445,0.0448,0.0489,0.0371
00000000000000000919_0,0,0.0492,0.0344,0.04535,0.039,0.03945,0.041,0.0429,0.0246,0.0398,0.03125
00000000000000000463_0,0,0.0576,0.03115,0.04545,0.0317,0.0396,0.0278,0.035,0.0363,0.0515,0.0396
000000000000000000d3_0,0,0.03825,0.0357,0.0455,0.0237,0.03225,0.0319,0.0268,0.0382,0.04065,0.03405
000000000000000001a7_0,0,0.0512,0.07275,0.0455,0.0602,0.06755,0.07,0.0753,0.087,0.085,0.0682
00000000000000000431_0,0,0.04315,0.03565,0.0455,0.02495,0.0348,0.0311,0.03475,0.03385,0.0354,0.0617
0000000000000000047d_0,0,0.05525,0.0404,0.04555,0.0358,0.0485,0.03355,0.0444,0.0366,0.0427,0.0297
00000000000000000055_0,0,0.07165,0.0612,0.0456,0.0401,0.0536,0.0321,0.03545,0.0458999999999999,0.0568,0.0457
000000000000000004d5_0,0,0.0518,0.0458,0.04565,0.0447,0.0454,0.04345,0.0537,0.0453,0.18055,0.0374
0000000000000000005c_0,0,0.0427,0.0361,0.0457,0.0314,0.0357,0.0416,0.033,0.02455,0.03815,0.0403
0000000000000000014c_0,0,0.042,0.0491,0.0457,0.0428,0.0494,0.0426,0.057,0.04155,0.0487,0.0362
0000000000000000016c_0,0,0.0428,0.04925,0.0457,0.05035,0.0486,0.0485,0.1164,0.08045,0.168,0.0324
00000000000000000564_0,0,0.03755,0.0552,0.0457,0.0567,0.0647,0.0495,0.0574,0.0717,0.0605,0.0714
00000000000000000049_0,0,0.0247,0.0421,0.0458,0.03215,0.03045,0.0305,0.0247,0.0217,0.04855,0.0219
000000000000000000f4_0,0,0.05235,0.04705,0.0459,0.05765,0.06105,0.04895,0.052,0.0431,0.0513,0.0661
00000000000000000540_0,0,0.10295,0.0479,0.046,0.05405,0.0513,0.0494,0.057,0.04955,0.0515,0.0591
0000000000000000083a_0,0,0.036,0.04195,0.046,0.0491,0.0459,0.04185,0.0439,0.0374,0.05305,0.0302
000000000000000000ab_0,0,0.0442,0.0346,0.04605,0.02965,0.035,0.0285,0.0749,0.0242,0.0294,0.0229
0000000000000000004e_0,0,0.0375,0.03115,0.0461,0.03065,0.0459,0.0307,0.0249,0.0272,0.0379,0.037
000000000000000004b1_0,0,0.04885,0.0358,0.0461,0.0367,0.04215,0.0317,0.03715,0.0211,0.0406,0.01845
00000000000000000080_0,0,0.0356,0.0385,0.0462,0.04775,0.0395,0.03225,0.0426,0.0344,0.0485,0.0422
000000000000000000f6_0,0,0.0743,0.0469,0.0462,0.0701,0.0455,0.0502,0.0427,0.0387,0.0868,0.0476
000000000000000001d3_0,0,0.03975,0.0405,0.0462,0.0488,0.0469,0.03915,0.0382,0.0287,0.055,0.0306
00000000000000000482_0,0,0.0284,0.0342,0.0462,0.0368,0.0338,0.0309,0.0303,0.0255,0.0266,0.02985
000000000000000004e9_0,0,0.05915,0.033,0.0462,0.043,0.0408,0.03485,0.03525,0.0406,0.0471,0.069
000000000000000000e3_0,0,0.0348,0.0294,0.04625,0.04405,0.0314,0.03165,0.0478,0.02875,0.053,0.0586
000000000000000004b5_0,0,0.0376,0.0287,0.04625,0.0345,0.0347,0.0275,0.0264,0.03605,0.02935,0.02565
0000000000000000007c_0,0,0.0563,0.0344,0.0463,0.0345,0.0401,0.0368,0.03195,0.03555,0.0502,0.0318
000000000000000004aa_0,0,0.0597,0.0352,0.0463,0.04035,0.0428,0.02985,0.0386,0.038,0.05315,0.0209
00000000000000000438_0,0,0.0432,0.02965,0.0463,0.029,0.0357,0.02915,0.03515,0.0248,0.0306,0.0275
0000000000000000015d_0,0,0.0409,0.0519,0.0464,0.0502,0.0593,0.0479,0.0283,0.0409,0.0715,0.0429
00000000000000000962_0,0,0.0415,0.0315,0.0464,0.0301,0.0495,0.03635,0.039,0.0272,0.03515,0.0274
00000000000000000a55_0,0,0.0376,0.0451,0.0464,0.0453,0.0393,0.0471,0.04515,0.046,0.04195,0.03215
0000000000000000047a_0,0,0.0452,0.03845,0.04655,0.0362,0.0604,0.0356,0.0337,0.0554,0.04775,0.032
000000000000000000b8_0,0,0.02915,0.044,0.0466,0.0434,0.0412,0.0266,0.0289,0.03035,0.0322,0.02355
000000000000000001bf_0,0,0.0627,0.0468,0.0466,0.08975,0.0434,0.0507,0.0537,0.03905,0.0909,0.0483
000000000000000004df_0,0,0.04935,0.04615,0.0466,0.0444,0.0451,0.0448,0.053,0.0357,0.0431,0.0484
000000000000000005a3_0,0,0.0804,0.0469,0.0466,0.0646,0.0454,0.04825,0.0432,0.0388,0.0742,0.0454
000000000000000004ab_0,0,0.04635,0.027,0.04665,0.0369,0.0562,0.0344,0.03135,0.02695,0.0423,0.0277
00000000000000000054_0,0,0.0429,0.0356,0.0467,0.029,0.0493,0.0396,0.0325499999999999,0.0325,0.03925,0.0275499999999999
000000000000000004f7_0,0,0.0629,0.04255,0.0467,0.0486,0.0417,0.0407,0.0335,0.0529,0.0363,0.052
0000000000000000088c_0,0,0.0261,0.04335,0.0467,0.0402,0.0374,0.0747,0.0685,0.05915,0.04455,0.0307
000000000000000000fe_0,0,0.0417,0.0548,0.0468,0.0616,0.045,0.04315,0.0445,0.04125,0.1054,0.0483
00000000000000000042_0,0,0.058,0.0376,0.04685,0.0349,0.03605,0.0284,0.0314,0.0416,0.0277,0.0341
00000000000000000043_0,0,0.0431,0.03165,0.0469,0.0309,0.03945,0.03325,0.04625,0.044,0.0443,0.0286
00000000000000000588_0,0,0.0623,0.05545,0.0469,0.06635,0.0428,0.06825,0.045,0.069,0.066,0.0397
000000000000000005e0_0,0,0.06855,0.0604,0.0469,0.079,0.0598,0.0689,0.0524,0.05485,0.1026,0.0483
00000000000000000077_0,0,0.0456,0.0343,0.0471,0.0332,0.0537,0.0344,0.0342,0.0283,0.0346,0.03975
00000000000000000036_0,0,0.0377,0.0402,0.0472,0.0328,0.031,0.0271,0.0298,0.0471,0.0508,0.03105
00000000000000000857_0,0,0.0752,0.05785,0.04725,0.0446,0.0504,0.0405,0.0474,0.0454,0.0495,0.0443
000000000000000001bb_0,0,0.04605,0.04965,0.0473,0.05595,0.0567,0.0414,0.0988,0.0556,0.0663,0.0329
000000000000000001cd_0,0,0.0627,0.0512,0.0473,0.059,0.0526,0.045,0.043,0.0522,0.05405,0.0463
00000000000000000493_0,0,0.04535,0.0299,0.0473,0.03485,0.04175,0.0363,0.0386,0.0256999999999999,0.03045,0.02695
0000000000000000011a_0,0,0.0621,0.0656,0.0474,0.0526,0.0513,0.0325,0.0443,0.0312,0.1637,0.0288
000000000000000004f1_0,0,0.04055,0.0447,0.0474,0.04405,0.0506,0.0439,0.0347,0.03115,0.05595,0.0263
000000000000000004f4_0,0,0.0406,0.07085,0.0474,0.05145,0.0352,0.0334,0.0314,0.03895,0.03485,0.0253
000000000000000005ab_0,0,0.0699,0.0538,0.0474,0.066,0.0476,0.0497,0.0492,0.0417,0.1178,0.0487
000000000000000000f0_0,0,0.0655,0.0496,0.0475,0.0474,0.0439,0.0422,0.0479,0.0566,0.07,0.0577
0000000000000000035e_0,0,0.05355,0.0667,0.0475,0.09745,0.0742,0.0713,0.0554,0.0971,0.1019,0.0688
0000000000000000047e_0,0,0.03,0.03955,0.0476,0.0317,0.0387,0.0337,0.0389,0.03205,0.04915,0.0284
00000000000000000876_0,0,0.0456,0.0559,0.0477,0.0465,0.043,0.049,0.0529,0.0472,0.04015,0.0462
000000000000000000b9_0,0,0.0421,0.0484,0.0478,0.0436,0.0466,0.04135,0.0724,0.03505,0.052,0.0294
000000000000000000c8_0,0,0.0395,0.0447,0.0478,0.0393,0.04225,0.0452,0.07,0.0608,0.05885,0.03755
00000000000000000a50_0,0,0.0388,0.03995,0.0478,0.0301,0.0403,0.0311,0.02915,0.0234,0.034,0.0339
000000000000000004f8_0,0,0.0422,0.0446,0.04785,0.0459,0.04645,0.042,0.0506,0.0363,0.0491,0.04345
00000000000000000132_0,0,0.0501,0.054,0.0479,0.0501,0.06145,0.04815,0.0589,0.0577,0.0459,0.0413
00000000000000000496_0,0,0.04705,0.0334,0.0479,0.03215,0.0495,0.036,0.0375,0.0254,0.0339,0.0321
000000000000000006a8_0,0,0.052,0.05195,0.0479,0.0927,0.0869,0.0772,0.0728,0.0679,0.0646,0.0934
00000000000000000099_0,0,0.0455,0.0376,0.04805,0.0453,0.0467,0.0412,0.0345,0.03105,0.04095,0.0313
00000000000000000495_0,0,0.04245,0.03035,0.0481,0.03655,0.0361,0.0377,0.0411,0.02085,0.03515,0.0287
00000000000000000965_0,0,0.0408,0.04865,0.0482,0.0551,0.05275,0.0434,0.0521,0.0469,0.0607,0.0406
00000000000000000964_0,0,0.046,0.0376,0.0482,0.0348,0.0427,0.03455,0.04765,0.0346,0.03835,0.0298
00000000000000000062_0,0,0.047,0.0494,0.04825,0.03225,0.049,0.0415,0.065,0.0247,0.05315,0.0398
00000000000000000026_0,0,0.0525,0.0359,0.0483,0.0328,0.0404,0.03335,0.0413,0.0423,0.05445,0.0335
0000000000000000008c_0,0,0.05625,0.051,0.0483,0.049,0.0498,0.0406,0.04965,0.0364,0.0571,0.0261
000000000000000004c1_0,0,0.05175,0.0388,0.0483,0.0422,0.0439,0.0363,0.0397,0.0332,0.0329,0.0383
00000000000000000002_0,0,0.0474,0.0355,0.0484,0.0269,0.0315,0.0535,0.0626,0.03585,0.0361,0.0287
0000000000000000002f_0,0,0.0421,0.0311,0.04845,0.0386,0.0442,0.0363,0.04405,0.02055,0.03455,0.029
0000000000000000091b_0,0,0.0477,0.0347,0.04845,0.0351,0.04015,0.0374,0.0393,0.0278,0.035,0.0261
00000000000000000522_0,0,0.10195,0.0348,0.04855,0.0509,0.0889,0.0424,0.03795,0.03175,0.0535,0.0535
00000000000000000151_0,0,0.0371,0.062,0.0486,0.0551,0.0534,0.08775,0.1116,0.1363,0.1219,0.1988
0000000000000000048f_0,0,0.04985,0.04085,0.0487,0.0369,0.0425,0.0404,0.0435,0.0424,0.03755,0.0358
0000000000000000050a_0,0,0.04045,0.0435,0.0487,0.04845,0.05875,0.0369,0.04695,0.0538,0.0457,0.0397
00000000000000000968_0,0,0.05825,0.03365,0.0487,0.0378,0.05275,0.03635,0.0388499999999999,0.03305,0.0415,0.0364
00000000000000000966_0,0,0.0973,0.05235,0.0487,0.0472,0.0889,0.0512,0.0736,0.051,0.05975,0.05255
00000000000000000967_0,0,0.0674,0.0519,0.0487,0.04935,0.04935,0.0875,0.0672,0.0726,0.0591,0.0628
0000000000000000005f_0,0,0.0468,0.0359,0.0488,0.0414,0.0329,0.0318,0.0806,0.01795,0.0674,0.01615
00000000000000000484_0,0,0.0433,0.04545,0.0488,0.0364499999999999,0.0364,0.0377,0.0346,0.0253,0.0588,0.04135
00000000000000000470_0,0,0.04125,0.0307,0.04885,0.02805,0.0298,0.0208,0.0178,0.02835,0.0164,0.0104
000000000000000008cd_0,0,0.0546,0.0367,0.04885,0.03865,0.0471,0.0519,0.0444,0.0358,0.0788,0.0473
00000000000000000340_0,0,0.0937,0.069,0.0489,0.0905,0.07465,0.0701,0.0616,0.0957,0.0994,0.0676
0000000000000000048d_0,0,0.04175,0.03525,0.0489,0.0354,0.04615,0.0399,0.0329,0.0278,0.0343,0.0303
00000000000000000510_0,0,0.0903,0.0502,0.0489,0.05,0.0657,0.0681,0.0687,0.04605,0.07975,0.0517
00000000000000000531_0,0,0.0477,0.04045,0.0489,0.0524,0.0567,0.0656,0.066,0.0479,0.063,0.0665999999999999
0000000000000000092f_0,0,0.0502,0.04185,0.0489,0.0434,0.05085,0.0431,0.049,0.0443,0.0621,0.0462
00000000000000000098_0,0,0.06335,0.0408,0.04895,0.0281,0.0458,0.0449,0.03825,0.0471,0.0397,0.0395
0000000000000000014b_0,0,0.0529,0.0503,0.049,0.0523,0.0572,0.0478,0.0662,0.0485,0.0936,0.1834
000000000000000004f0_0,0,0.0383,0.0451,0.049,0.0227,0.0474,0.04,0.03695,0.0516,0.0266,0.0481
00000000000000000935_0,0,0.04395,0.05355,0.049,0.0509,0.05345,0.0448,0.0375,0.0446,0.0664,0.0518
00000000000000000446_0,0,0.0329,0.0298,0.0490499999999999,0.02815,0.0348,0.0433,0.04005,0.0295,0.031,0.037
00000000000000000587_0,0,0.06245,0.0645,0.04905,0.061,0.0592,0.053,0.0521,0.04255,0.06915,0.0444
0000000000000000005b_0,0,0.0733,0.0293,0.0491,0.0276,0.0436,0.03505,0.062,0.0591,0.03625,0.0159
00000000000000000177_0,0,0.0505,0.054,0.0491,0.0429,0.0494,0.0405,0.04345,0.0391,0.0481,0.0326
0000000000000000044d_0,0,0.04335,0.0334,0.0491,0.0316,0.0367,0.038,0.0345,0.0259,0.048,0.0346
00000000000000000515_0,0,0.0458,0.0472,0.0491,0.0511,0.05395,0.045,0.0557,0.0431,0.0581,0.0437
000000000000000005fe_0,0,0.0361,0.0357,0.0491,0.0757,0.0638,0.0507,0.06,0.0439,0.061,0.0464
00000000000000000459_0,0,0.0363,0.0314,0.04915,0.0314,0.0366,0.02985,0.03905,0.0351,0.0422,0.0341
000000000000000004b9_0,0,0.0548,0.03725,0.0492,0.0393,0.0432,0.0314,0.04085,0.039,0.04765,0.0389
000000000000000008e7_0,0,0.0612,0.05615,0.0492,0.0361,0.046,0.0273,0.0395,0.0212,0.04795,0.0265
00000000000000000048_0,0,0.0446,0.0391,0.0493,0.04425,0.04825,0.0287,0.0226,0.0627,0.0506,0.0412
000000000000000004e4_0,0,0.04295,0.0404,0.0493,0.0393499999999999,0.03755,0.0318,0.0325,0.03585,0.0318,0.02
000000000000000000aa_0,0,0.0462,0.0442,0.04935,0.0337,0.04555,0.0399,0.0525,0.026,0.0319,0.03655
0000000000000000016f_0,0,0.0538,0.0588,0.0494,0.076,0.1252,0.1351,0.1082,0.11365,0.12235,0.081
00000000000000000089_0,0,0.0488,0.04235,0.0495,0.0427,0.0457,0.0458,0.0501,0.03505,0.0376,0.03775
000000000000000000a9_0,0,0.03585,0.0428,0.04955,0.0435,0.04695,0.0332,0.0279,0.03685,0.0571,0.0458
0000000000000000082a_0,0,0.0424,0.03545,0.0496,0.0309,0.041,0.04255,0.05095,0.0559,0.0591,0.0711
00000000000000000969_0,0,0.0717,0.07235,0.0496,0.07525,0.0558,0.0665,0.0635,0.0674,0.0739,0.06835
0000000000000000096a_0,0,0.06115,0.0568,0.0496,0.05855,0.0577,0.0599,0.0671,0.063,0.0993,0.0616
