system:index,landcover,19-1_red,19-2_red,20-1_red,20-2_red,21-1_red,21-2_red,22-1_red,22-2_red,23-1_red,23-2_red
00000000000000000831_0,0,0.05455,0.0574,0.0644,0.06195,0.0653,0.0414,0.055,0.0488,0.062,0.0429
0000000000000000046a_0,0,0.0377,0.0358,0.0374,0.0261,0.0343,0.0332,0.0317,0.0321,0.0491,0.0285
000000000000000004c0_0,0,0.0489,0.0481,0.0609,0.0564,0.07375,0.059,0.0616,0.0516,0.05605,0.05425
0000000000000000053b_0,0,0.0748,0.06835,0.0705,0.0801,0.1018,0.06485,0.1325,0.07555,0.1354,0.0634
000000000000000008b9_0,0,0.0953,0.042,0.0154,0.0648,0.0398,0.0303,0.0391,0.0495,0.0806,0.0244
000000000000000000bd_0,0,0.06115,0.0345,0.0724,0.0653,0.0753,0.0395,0.0425,0.0479,0.0927,0.0432
00000000000000000830_0,0,0.1485,0.10495,0.0889,0.0754,0.0803,0.16855,0.1509,0.1053,0.1236,0.0681
0000000000000000094a_0,0,0.0714,0.0403,0.03745,0.0379,0.0422,0.0356,0.04575,0.0382,0.0462,0.1379
00000000000000000462_0,0,0.0318,0.027,0.0399,0.0358,0.0294,0.0275,0.0338,0.04075,0.0413,0.0179
000000000000000004b2_0,0,0.0549,0.04075,0.0471,0.0477,0.03905,0.05695,0.0707,0.04715,0.0928,0.0335
000000000000000000ac_0,0,0.0432,0.0459,0.04605,0.0357,0.03885,0.02525,0.0581,0.0417,0.05085,0.0208
000000000000000000db_0,0,0.0928,0.04405,0.0423,0.0506,0.05445,0.0355,0.0402,0.03265,0.0918,0.0324
00000000000000000051_0,0,0.0386,0.02855,0.0358,0.0254,0.0371,0.0305,0.053,0.0213,0.0273,0.0241
00000000000000000001_0,0,0.0327,0.0253,0.03515,0.0187,0.0355,0.0282,0.017,0.0217,0.0167,0.011
00000000000000000087_0,0,0.05505,0.03035,0.0505,0.04,0.0426,0.0313,0.0332,0.0314,0.04925,0.0303
0000000000000000009e_0,0,0.0582,0.0586,0.0691,0.0625,0.1135,0.08275,0.0744,0.08275,0.123,0.0993
000000000000000004d3_0,0,0.031,0.0635,0.0412,0.06365,0.0462,0.0434,0.0276,0.05555,0.0516,0.03965
00000000000000000004_0,0,0.0579,0.02815,0.04935,0.0271,0.05155,0.0331,0.02515,0.1031,0.1066,0.0689
00000000000000000451_0,0,0.0643,0.0364,0.0472,0.025,0.0329,0.02755,0.0368,0.0185,0.0297,0.0206
00000000000000000887_0,0,0.10525,0.0435,0.03995,0.03765,0.04805,0.03565,0.0472,0.03535,0.0379,0.0217
00000000000000000007_0,0,0.06205,0.0247,0.0348,0.0251,0.0373,0.02455,0.0944,0.0281,0.03795,0.02415
000000000000000000a4_0,0,0.098,0.0605,0.0757,0.08875,0.0484,0.04715,0.0301,0.0593,0.0496,0.0357
0000000000000000095f_0,0,0.0799,0.0244,0.0474,0.02445,0.17735,0.2528,0.2279,0.26885,0.26955,0.1092
00000000000000000008_0,0,0.0759,0.0289,0.0403,0.02105,0.0313,0.02355,0.0819,0.0164,0.03685,0.0226
00000000000000000013_0,0,0.04765,0.03165,0.0364,0.03445,0.0417,0.03345,0.0712,0.0463,0.05995,0.0313
00000000000000000066_0,0,0.0489,0.0474,0.05375,0.0497,0.0433,0.039,0.05165,0.03805,0.0376,0.03075
00000000000000000238_0,0,0.0575,0.07225,0.0596,0.0686,0.08675,0.0505,0.0669,0.0825,0.1193,0.0456
00000000000000000465_0,0,0.0469,0.056,0.0603,0.0379,0.0491,0.0334,0.0347,0.036,0.03965,0.0327
000000000000000004dc_0,0,0.04425,0.0479,0.0621,0.05565,0.0466,0.0736,0.0807,0.0777,0.1084,0.0217
00000000000000000511_0,0,0.0613,0.0602,0.0703,0.0733,0.0729,0.0771,0.0848,0.1233,0.127,0.08005
00000000000000000037_0,0,0.0788,0.0355,0.0436,0.0309,0.03635,0.0271,0.03275,0.0562,0.029,0.03455
00000000000000000196_0,0,0.0994,0.09685,0.0696,0.0783,0.0945,0.0686,0.084,0.074,0.0846,0.066
000000000000000000ff_0,0,0.04705,0.0442,0.0192,0.0518,0.0284,0.036,0.0325,0.0345,0.0572,0.0236
0000000000000000044b_0,0,0.0404,0.0316,0.03745,0.0295,0.0338,0.0405,0.04745,0.0497,0.0658,0.044
000000000000000004a3_0,0,0.0367,0.0735,0.0467,0.0705,0.0969,0.0608,0.06055,0.08305,0.06365,0.0597
000000000000000004cc_0,0,0.07315,0.05275,0.0564999999999999,0.0585,0.0416,0.0683,0.1259,0.042,0.07735,0.043
00000000000000000025_0,0,0.0593,0.0371,0.0531,0.0465,0.0521999999999999,0.0395,0.0385999999999999,0.036,0.049,0.036
0000000000000000000e_0,0,0.0269,0.02735,0.0477,0.0198,0.0254,0.0211,0.0307,0.017,0.0972,0.07845
00000000000000000937_0,0,0.0731,0.0526,0.0541,0.0539,0.05465,0.0746,0.1016,0.0547,0.0648,0.05865
00000000000000000472_0,0,0.0384,0.0281,0.0392,0.03575,0.0507,0.0469,0.11375,0.1382,0.1551,0.0883
000000000000000004ed_0,0,0.0582,0.06175,0.0828,0.0553,0.0758,0.0693,0.0783,0.056,0.0921,0.0797
00000000000000000a1b_0,0,0.0434,0.04185,0.0385,0.0565,0.04255,0.0377,0.0462,0.0358,0.0413,0.03145
0000000000000000003d_0,0,0.0491,0.033,0.046,0.0623,0.0669,0.0476,0.03805,0.0282,0.048,0.0226
00000000000000000044_0,0,0.05965,0.0479,0.057,0.0377,0.0442,0.0218,0.0269,0.0375,0.0546,0.0264
000000000000000000ea_0,0,0.0439,0.0337,0.0289,0.0413,0.02975,0.03225,0.0239,0.0266,0.0428,0.0246
000000000000000001c7_0,0,0.0587,0.0489,0.0187,0.049,0.0378,0.0349,0.0397,0.0373,0.0791,0.0256999999999999
00000000000000000006_0,0,0.0422,0.04105,0.04855,0.0335,0.0387,0.03,0.0371,0.025,0.071,0.021
00000000000000000141_0,0,0.0529,0.04775,0.0566,0.0425,0.0586,0.046,0.0512,0.03685,0.05775,0.0383
00000000000000000933_0,0,0.06055,0.059,0.06525,0.0548,0.06315,0.0618,0.0515,0.03945,0.05205,0.04025
0000000000000000034e_0,0,0.0971,0.0358,0.0603,0.14055,0.1613,0.0405,0.0397,0.1658,0.193,0.0526
00000000000000000a3e_0,0,0.0656,0.07675,0.0613,0.0773,0.085,0.0928,0.08505,0.08,0.0777,0.0569
0000000000000000011f_0,0,0.0808,0.0568,0.0699,0.0581,0.0746,0.0544,0.072,0.1145,0.1102,0.0532
000000000000000001a4_0,0,0.06645,0.0529,0.047,0.05865,0.0538,0.0437,0.0505,0.0445,0.054,0.0511
00000000000000000855_0,0,0.029,0.02855,0.03505,0.031,0.0309,0.02165,0.0306999999999999,0.0301,0.02665,0.0252
00000000000000000069_0,0,0.04035,0.0336,0.04215,0.0512,0.0489,0.0644,0.0491,0.0267,0.0461,0.02805
00000000000000000067_0,0,0.0547,0.03275,0.0435,0.0379,0.0523,0.02855,0.0335,0.0211,0.06855,0.0381
000000000000000004b4_0,0,0.11825,0.0382,0.0604,0.0419,0.0468,0.0283,0.0409,0.0293,0.0376,0.0286
00000000000000000934_0,0,0.06555,0.0607,0.0605,0.0592,0.04855,0.05345,0.0467,0.0494,0.0642,0.0944
0000000000000000007b_0,0,0.0397,0.0423,0.0781,0.0588,0.0613,0.03665,0.0467,0.02975,0.0427499999999999,0.05675
00000000000000000057_0,0,0.04845,0.03575,0.0527,0.0283,0.0405,0.0467,0.1038,0.03075,0.0504,0.0456
000000000000000001f7_0,0,0.0732,0.07685,0.0738,0.0881,0.0689,0.0905,0.0982,0.0732,0.1172,0.0594
0000000000000000087b_0,0,0.073,0.08135,0.0517,0.0662,0.0697,0.0697,0.0419,0.0663,0.0944,0.0758
000000000000000000be_0,0,0.0821,0.0298,0.0283,0.058,0.0262,0.0253,0.0241,0.0321,0.0481,0.03
00000000000000000558_0,0,0.0633,0.0506,0.0624,0.0847,0.0793,0.1305,0.1928,0.19005,0.1783,0.0516
00000000000000000014_0,0,0.04,0.0292,0.0372,0.0321,0.034,0.0307,0.0347,0.0227,0.0311,0.0244
00000000000000000466_0,0,0.0271,0.0261,0.0384,0.0259,0.039,0.02845,0.0245,0.0287,0.0381,0.0315
0000000000000000021a_0,0,0.0674,0.06715,0.0624,0.0858,0.0936,0.0846,0.12405,0.08,0.1088,0.0659
000000000000000005a0_0,0,0.0869,0.0468,0.0271,0.041,0.02345,0.0254,0.0214,0.03015,0.0804,0.025
00000000000000000948_0,0,0.04865,0.0355,0.0466,0.0631,0.0778,0.04,0.0729,0.0424,0.05795,0.0287
00000000000000000960_0,0,0.05905,0.06555,0.0477,0.059,0.0354,0.0692,0.0419,0.0548,0.0727,0.0661
00000000000000000961_0,0,0.02915,0.0253,0.0364,0.03,0.0332,0.03125,0.03735,0.0275,0.0369,0.024
0000000000000000009f_0,0,0.0249,0.0248,0.05375,0.031,0.0313,0.0315,0.05925,0.0475,0.0581,0.0239
00000000000000000017_0,0,0.0503,0.0341,0.05105,0.02865,0.0589,0.0459,0.0365,0.0189,0.0272,0.025
000000000000000004bd_0,0,0.0768,0.0512,0.0673,0.0519,0.0493,0.0554,0.06075,0.0413,0.0737,0.0417
00000000000000000497_0,0,0.04445,0.0286,0.04085,0.0266,0.03285,0.0252,0.0603,0.0313,0.0538,0.02675
000000000000000004c7_0,0,0.0842,0.0297,0.0412,0.04525,0.04845,0.03075,0.0487,0.0375,0.0554,0.02865
000000000000000000d1_0,0,0.0786,0.06325,0.0859,0.05565,0.0669,0.0444,0.1377,0.0505,0.129,0.0406
00000000000000000a35_0,0,0.0365,0.1007,0.0847,0.0633,0.0579,0.0461,0.08465,0.0552,0.0748,0.0428
00000000000000000091_0,0,0.047,0.03605,0.0459,0.0431,0.0589,0.0331,0.03905,0.0219,0.0355,0.0241
00000000000000000193_0,0,0.1014,0.0713,0.0697,0.08,0.0785,0.0574,0.0667,0.0565,0.0609,0.0592
00000000000000000443_0,0,0.0382,0.0289,0.0401,0.0309,0.039,0.03235,0.0378,0.0283,0.0374,0.027
00000000000000000500_0,0,0.0652,0.0537,0.0763,0.0596,0.0766,0.05275,0.0633,0.06525,0.0753,0.052
00000000000000000577_0,0,0.05655,0.0688,0.0705,0.0905,0.0898,0.0901,0.1009,0.08425,0.1085,0.0847
000000000000000008fe_0,0,0.049,0.03,0.0373,0.03445,0.0275,0.03375,0.0404,0.032,0.0451,0.0381
00000000000000000127_0,0,0.0407,0.0402,0.0365,0.04695,0.0302,0.03285,0.0225,0.0412,0.0891,0.027
00000000000000000478_0,0,0.0655,0.0332,0.04815,0.0542,0.05425,0.0364,0.0373,0.0416,0.0603,0.031
000000000000000005cb_0,0,0.0406,0.07135,0.0556,0.1168,0.09175,0.08335,0.0741,0.044,0.0566,0.09455
0000000000000000003e_0,0,0.0586,0.0356,0.0453,0.03695,0.0509,0.0334,0.0813,0.0321,0.0395,0.0452
00000000000000000065_0,0,0.0441,0.035,0.0481,0.0374,0.044,0.0391,0.03785,0.03255,0.0407,0.02605
00000000000000000877_0,0,0.0368,0.08035,0.0417,0.0484,0.0868,0.0418,0.15415,0.0668,0.09445,0.03485
0000000000000000005e_0,0,0.0937,0.0349,0.0513,0.0411,0.0646,0.0521,0.0674,0.0639,0.0758,0.05215
000000000000000000e6_0,0,0.1408,0.0776,0.0825,0.0597,0.0619,0.0636,0.0686,0.0566,0.0828,0.05
00000000000000000164_0,0,0.0635,0.0628,0.061,0.0638,0.059,0.049,0.0527,0.0746,0.0809,0.0751
00000000000000000192_0,0,0.0955,0.0708,0.0893,0.0945,0.08515,0.0619,0.0674,0.0492,0.0599,0.0549
0000000000000000052d_0,0,0.05095,0.0393,0.0309,0.0366,0.0298,0.03505,0.0254,0.0329,0.0563,0.0344
00000000000000000050_0,0,0.0544,0.0395,0.0589,0.0535,0.0422,0.0424,0.0536,0.0402,0.0477,0.02975
0000000000000000047b_0,0,0.0401,0.0358,0.0521,0.0352,0.03835,0.041,0.0424,0.0348,0.0381,0.0358
00000000000000000543_0,0,0.101,0.091,0.0558,0.0848,0.0439,0.0354,0.0954,0.0372,0.0754,0.0363
00000000000000000566_0,0,0.0281,0.0582,0.0708,0.06745,0.1022,0.0876,0.0439,0.086,0.1095,0.113
000000000000000004e2_0,0,0.03605,0.0256999999999999,0.04645,0.04825,0.0337,0.0279,0.0593,0.0335,0.04605,0.0213
00000000000000000488_0,0,0.0622,0.0692,0.0841,0.0419,0.05445,0.0703,0.0825,0.0801,0.06675,0.0464
0000000000000000044a_0,0,0.073,0.0416,0.0486,0.0378,0.0536,0.0387,0.04665,0.0372,0.05615,0.03725
000000000000000000df_0,0,0.062,0.0493,0.0867,0.073,0.0778,0.067,0.0816,0.0412,0.058,0.0653
000000000000000004bf_0,0,0.05275,0.0551,0.0604,0.0525,0.05445,0.0378,0.0501,0.044,0.0836,0.0496
0000000000000000031b_0,0,0.06055,0.08605,0.0516,0.0918,0.08895,0.0815,0.0653,0.1002,0.089,0.068
00000000000000000481_0,0,0.041,0.05125,0.05445,0.0379,0.0644,0.0475,0.07805,0.0393,0.0863,0.0421
00000000000000000919_0,0,0.0585,0.0372,0.05535,0.0438,0.04955,0.04105,0.0492,0.0245,0.057,0.02975
00000000000000000463_0,0,0.0714,0.0384,0.0556,0.0331,0.0445,0.0279,0.0369,0.0372,0.0824,0.0581
000000000000000000d3_0,0,0.057,0.0433,0.0627,0.0343,0.0555,0.0445,0.0441,0.0522,0.0606,0.0584
000000000000000001a7_0,0,0.04835,0.0685,0.0441,0.0582,0.06475,0.0756,0.068,0.0919,0.077,0.067
00000000000000000431_0,0,0.0583,0.03825,0.0462,0.02405,0.0313,0.034,0.03835,0.04035,0.0493,0.1093
0000000000000000047d_0,0,0.08655,0.051,0.06695,0.058,0.07345,0.04985,0.0644,0.057,0.0674,0.0482
00000000000000000055_0,0,0.0727,0.0632,0.0455,0.04085,0.0528,0.0358,0.03615,0.04595,0.0747,0.04725
000000000000000004d5_0,0,0.0657,0.05745,0.0685,0.0579,0.06485,0.0536,0.0735,0.06,0.19545,0.0472
0000000000000000005c_0,0,0.05785,0.0455,0.0577,0.0371,0.0455,0.0408,0.0351,0.03265,0.1356,0.1176
0000000000000000014c_0,0,0.0704,0.06245,0.0784,0.0569,0.0663,0.05965,0.0791,0.05965,0.0778,0.0418
0000000000000000016c_0,0,0.0575,0.05595,0.0677,0.0642,0.0675,0.0494,0.1513,0.10535,0.145,0.0406
00000000000000000564_0,0,0.0458,0.0616,0.05,0.0695,0.0747,0.0585,0.0643,0.0881,0.0824,0.1245
00000000000000000049_0,0,0.0307,0.0509,0.0529,0.03925,0.03425,0.0362,0.0255,0.025,0.0479,0.0267
000000000000000000f4_0,0,0.05945,0.05055,0.0599,0.0616,0.0719,0.0543,0.0541,0.0356,0.0506,0.0757
00000000000000000540_0,0,0.0998,0.06025,0.0684,0.0836,0.0581,0.0654,0.0762,0.06785,0.0783,0.0961
0000000000000000083a_0,0,0.0423,0.063,0.0906,0.072,0.0779,0.04945,0.0783,0.0699,0.06995,0.03915
000000000000000000ab_0,0,0.0525,0.0355,0.055,0.02635,0.0365,0.0276,0.08765,0.0235,0.035,0.0205
0000000000000000004e_0,0,0.0481,0.0308,0.0644,0.0389,0.0616,0.0321,0.0258,0.0262,0.05065,0.04295
000000000000000004b1_0,0,0.06795,0.0439,0.0558,0.0476,0.05525,0.0354,0.0434,0.0245,0.0486,0.02615
00000000000000000080_0,0,0.0367,0.0415,0.0567,0.04815,0.048,0.03485,0.0481,0.03905,0.0635,0.0428
000000000000000000f6_0,0,0.0842,0.0325,0.0295,0.05455,0.02615,0.0319,0.0243,0.02875,0.0657,0.029
000000000000000001d3_0,0,0.04825,0.0365,0.0524,0.0423,0.0513,0.03775,0.0458,0.0326,0.0605,0.0304
00000000000000000482_0,0,0.0381,0.0404,0.04655,0.03235,0.0352,0.0279,0.0308,0.0277,0.03325,0.04675
000000000000000004e9_0,0,0.08225,0.0446,0.0558,0.0753,0.05285,0.05325,0.04505,0.0522,0.0628,0.1637
000000000000000000e3_0,0,0.0512,0.0319,0.0504,0.09425,0.0424,0.03215,0.0457,0.04805,0.0655,0.0934
000000000000000004b5_0,0,0.0443,0.0311,0.0495,0.0479,0.0416,0.0297,0.0371,0.0398,0.0407,0.04885
0000000000000000007c_0,0,0.0967,0.0367,0.0804,0.0361,0.0538,0.0317,0.03395,0.03655,0.0822,0.03125
000000000000000004aa_0,0,0.0513,0.0405,0.0488,0.0401,0.048,0.0345,0.0471,0.0409,0.07445,0.0304
00000000000000000438_0,0,0.0375,0.0276,0.03585,0.0324,0.0352,0.02665,0.0289,0.0218,0.0332,0.0222
0000000000000000015d_0,0,0.05135,0.0662,0.06535,0.0738,0.07935,0.0838,0.0397,0.0603,0.08885,0.064
00000000000000000962_0,0,0.0499,0.0315,0.0483,0.0343,0.06335,0.0338,0.03425,0.02505,0.0446,0.0224
00000000000000000a55_0,0,0.04345,0.0434,0.04365,0.0436,0.05175,0.04975,0.0533,0.03895,0.04795,0.0292
0000000000000000047a_0,0,0.0466,0.0334,0.04375,0.0316,0.0782,0.0353,0.03715,0.0491,0.0442,0.0284
000000000000000000b8_0,0,0.04265,0.0543,0.0575,0.0502,0.0603,0.0351,0.0371,0.0377,0.0421,0.0326
000000000000000001bf_0,0,0.05925,0.03575,0.0347,0.0853,0.028,0.0348,0.0377,0.0286,0.0743,0.0256
000000000000000004df_0,0,0.0888,0.08375,0.0783,0.1125,0.0831,0.114,0.092,0.0886,0.0672,0.0879
000000000000000005a3_0,0,0.0929,0.03365,0.0292,0.0536,0.0253,0.02925,0.0262,0.029,0.0504,0.0294
000000000000000004ab_0,0,0.06045,0.0304,0.0575,0.0434,0.0867,0.02975,0.04195,0.0335,0.0433,0.0345
00000000000000000054_0,0,0.05595,0.05125,0.0581,0.0537,0.0787,0.0612,0.0474,0.04885,0.0585,0.0404
000000000000000004f7_0,0,0.1161,0.0791,0.08375,0.12255,0.1061,0.1127,0.04105,0.0805,0.0472,0.0573
0000000000000000088c_0,0,0.0277,0.03835,0.0564,0.0435,0.0456499999999999,0.0707,0.068,0.06295,0.04925,0.02855
000000000000000000fe_0,0,0.0291,0.0407,0.0309,0.04495,0.0226,0.0247,0.0273,0.0292,0.0725,0.0263
00000000000000000042_0,0,0.093,0.0475,0.073,0.0361,0.04965,0.0297,0.0391,0.0518,0.0293,0.0431
00000000000000000043_0,0,0.0444,0.03125,0.04345,0.0274,0.04035,0.0334,0.087,0.0529,0.0532,0.0267
00000000000000000588_0,0,0.1429,0.08025,0.0728,0.1669,0.0388,0.12495,0.0391,0.1693,0.0538,0.0352
000000000000000005e0_0,0,0.0526,0.0371,0.0301,0.0589,0.0358,0.04785,0.0308,0.03205,0.0814,0.0292
00000000000000000077_0,0,0.0607,0.0413,0.064,0.0405,0.07785,0.0331,0.0343,0.0471,0.0472,0.055
00000000000000000036_0,0,0.0525,0.0427499999999999,0.0485,0.0325,0.03415,0.0299,0.0295,0.043,0.09535,0.03525
00000000000000000857_0,0,0.0679,0.05645,0.05245,0.0507,0.0555,0.0389,0.0471,0.0419,0.0449,0.0419
000000000000000001bb_0,0,0.06335,0.06115,0.0839,0.05995,0.07595,0.0501,0.1393,0.06675,0.1001,0.047
000000000000000001cd_0,0,0.092,0.0667,0.061,0.074,0.0649,0.0547,0.0555,0.0811,0.0688,0.0495
00000000000000000493_0,0,0.0548,0.0365,0.0542,0.03015,0.04475,0.0293,0.0364,0.02085,0.0351,0.0243999999999999
0000000000000000011a_0,0,0.0709,0.0694,0.05015,0.0474,0.0534,0.0285,0.0365,0.0293,0.1357,0.0279
000000000000000004f1_0,0,0.0791,0.0497,0.0813,0.06355,0.0891,0.05615,0.0955,0.1001,0.05375,0.04205
000000000000000004f4_0,0,0.0892,0.1071,0.0719,0.0759,0.0565,0.05665,0.052,0.0621,0.05695,0.05445
000000000000000005ab_0,0,0.0802,0.0363,0.0304,0.0461,0.02695,0.0316,0.0307,0.032,0.0929,0.0304
000000000000000000f0_0,0,0.095,0.0675,0.0722,0.0559,0.0571,0.0504,0.0635,0.0696,0.0836,0.0845
0000000000000000035e_0,0,0.0575,0.0806,0.0599,0.1188,0.0883,0.07865,0.0614,0.1331,0.104,0.07915
0000000000000000047e_0,0,0.0458,0.04865,0.0689,0.0384,0.0545,0.0494,0.0747,0.044,0.0615,0.0456499999999999
00000000000000000876_0,0,0.0527,0.0694,0.0679,0.047,0.0607,0.0518,0.05795,0.0573,0.04605,0.0648
000000000000000000b9_0,0,0.08,0.05255,0.0791,0.0512,0.0698,0.0422,0.1306,0.05335,0.053,0.03415
000000000000000000c8_0,0,0.0567,0.0488,0.0685,0.065,0.0774,0.10555,0.11205,0.109,0.08625,0.0457
00000000000000000a50_0,0,0.0451,0.0458,0.0615,0.0334,0.0492,0.03555,0.0283,0.0276,0.03475,0.0383
000000000000000004f8_0,0,0.05685,0.0646,0.06155,0.04985,0.0649,0.06415,0.0678,0.0415,0.0773,0.0447
00000000000000000132_0,0,0.0665,0.064,0.07905,0.06405,0.0845,0.0573,0.078,0.0593,0.0647,0.0493
00000000000000000496_0,0,0.0545,0.03205,0.0521,0.0356999999999999,0.0533,0.03265,0.0346,0.0234,0.0366999999999999,0.02765
000000000000000006a8_0,0,0.0797,0.0802,0.0852,0.1273,0.1315,0.122,0.1015,0.0826,0.1012,0.1367
00000000000000000099_0,0,0.0557,0.0448,0.0583,0.0566,0.0597,0.0458,0.0402,0.03675,0.0490499999999999,0.0388
00000000000000000495_0,0,0.0383,0.03425,0.05145,0.0493,0.0488,0.0394,0.0416,0.03565,0.03905,0.025
00000000000000000965_0,0,0.061,0.06925,0.0687,0.0695,0.06795,0.0475,0.0539,0.04915,0.0604,0.0421
00000000000000000964_0,0,0.0415,0.0318,0.0476,0.0293,0.0427,0.03075,0.0436,0.0295,0.04375,0.0264
00000000000000000062_0,0,0.0574,0.049,0.0494,0.037,0.06475,0.0609,0.0865,0.0292,0.05885,0.04405
00000000000000000026_0,0,0.0553,0.03555,0.04755,0.0315,0.04225,0.03415,0.04015,0.03645,0.0535,0.0301
0000000000000000008c_0,0,0.0716,0.061,0.0771,0.0518,0.0657,0.0576,0.0691,0.0409,0.0697,0.0271
000000000000000004c1_0,0,0.0606,0.04785,0.0674,0.04515,0.0563,0.0377,0.0476,0.0302,0.0442,0.0417
00000000000000000002_0,0,0.0411,0.03295,0.04635,0.0281,0.039,0.0736,0.07015,0.0385,0.0455,0.0258
0000000000000000002f_0,0,0.0417,0.03405,0.05005,0.04985,0.0452,0.037,0.0398,0.0253,0.0359499999999999,0.0262
0000000000000000091b_0,0,0.05875,0.0451,0.0565,0.0352,0.05255,0.0387,0.0431,0.03035,0.0413,0.0304
00000000000000000522_0,0,0.14925,0.035,0.0447,0.0542,0.1107,0.0466,0.03835,0.027,0.0433,0.0589
00000000000000000151_0,0,0.0555,0.08775,0.0715,0.06085,0.08325,0.1427,0.2105,0.20385,0.159,0.2463
0000000000000000048f_0,0,0.05385,0.0496,0.0602,0.0417,0.0526,0.04595,0.04695,0.0421,0.0508,0.0404
0000000000000000050a_0,0,0.0577,0.0547,0.0704,0.09435,0.0774,0.0603,0.0753,0.1153,0.06915,0.0729
00000000000000000968_0,0,0.05765,0.0318,0.0447,0.0376,0.06125,0.03305,0.0424999999999999,0.03525,0.0467,0.0511
00000000000000000966_0,0,0.1251,0.05635,0.061,0.0519,0.1234,0.056,0.0889,0.0564,0.0686,0.0556
00000000000000000967_0,0,0.0746,0.06025,0.0667,0.0518,0.06905,0.1531,0.1083,0.097,0.0528,0.0556
0000000000000000005f_0,0,0.0414,0.0343,0.04835,0.0347,0.02975,0.03325,0.0695,0.0221,0.0619,0.01375
00000000000000000484_0,0,0.0682,0.05685,0.0727,0.0387,0.0413,0.03545,0.0458,0.0312,0.0554,0.0613999999999999
00000000000000000470_0,0,0.0453,0.0362,0.0717,0.0345,0.03415,0.0243,0.02765,0.0266,0.0197,0.0157
000000000000000008cd_0,0,0.0836,0.0342,0.0432,0.0355,0.0511,0.0684,0.051,0.0428,0.1551,0.0475
00000000000000000340_0,0,0.1068,0.088,0.0608,0.0972,0.091,0.0766,0.0673,0.10945,0.0946,0.0739
0000000000000000048d_0,0,0.0491,0.03765,0.06505,0.04645,0.07645,0.0497,0.03785,0.0307,0.0391,0.0255
00000000000000000510_0,0,0.15035,0.06645,0.0822,0.0733,0.1127,0.135,0.1252,0.0761,0.11475,0.0731
00000000000000000531_0,0,0.07525,0.0674,0.1016,0.0682,0.0978,0.1171,0.118,0.0762,0.1121,0.0978
0000000000000000092f_0,0,0.0565,0.05705,0.0854,0.0535,0.0824,0.0537,0.0629,0.0498,0.0646,0.0648
00000000000000000098_0,0,0.1149,0.0539,0.06875,0.04065,0.0715,0.08255,0.0741,0.0779,0.0792,0.1025
0000000000000000014b_0,0,0.07415,0.0636,0.0854,0.07185,0.0902,0.0634,0.0905,0.06615,0.1059,0.2498
000000000000000004f0_0,0,0.05955,0.05865,0.0658,0.03455,0.0678,0.0652,0.05545,0.08985,0.0448,0.06255
00000000000000000935_0,0,0.05645,0.10015,0.094,0.0639,0.0658,0.0638,0.0359,0.07125,0.072,0.081
00000000000000000446_0,0,0.0351,0.02955,0.04565,0.0273,0.031,0.0604,0.0471,0.0294,0.038,0.0362
00000000000000000587_0,0,0.08705,0.08,0.0729,0.0777,0.0796,0.06565,0.0591,0.0557,0.0715,0.055
0000000000000000005b_0,0,0.0888,0.03305,0.0409,0.028,0.04105,0.0296,0.08895,0.0521,0.0401,0.0172
00000000000000000177_0,0,0.0681,0.0683,0.07075,0.0575,0.0725,0.06005,0.0623,0.0561,0.0763,0.0581
0000000000000000044d_0,0,0.0471,0.0394,0.0509,0.0308,0.0397,0.0577,0.0403,0.0263,0.072,0.0394
00000000000000000515_0,0,0.07,0.0698,0.0828,0.0709,0.078,0.0813,0.078,0.0632,0.0839,0.05745
000000000000000005fe_0,0,0.0411,0.0448,0.0598,0.1126,0.08705,0.0597,0.0763,0.056,0.08315,0.0493
00000000000000000459_0,0,0.037,0.0306,0.04135,0.0282,0.032,0.03155,0.0354,0.0314,0.0696,0.0384
000000000000000004b9_0,0,0.048,0.0343,0.0507,0.0394,0.04915,0.0326,0.0439,0.0378,0.04595,0.042
000000000000000008e7_0,0,0.0603,0.05135,0.0476,0.03525,0.0404,0.0285,0.0408,0.0213,0.044,0.025
00000000000000000048_0,0,0.04105,0.033,0.0456,0.0378,0.04415,0.0292,0.01565,0.0623,0.0441,0.0423
000000000000000004e4_0,0,0.06185,0.05035,0.0605,0.04145,0.051,0.0425,0.053,0.04335,0.0388499999999999,0.0345
000000000000000000aa_0,0,0.05785,0.05855,0.06345,0.0323,0.059,0.0388,0.05315,0.0272,0.0432,0.0411
0000000000000000016f_0,0,0.1009,0.0966,0.1039,0.1156,0.1547,0.1983,0.1771,0.1623,0.15765,0.1223
00000000000000000089_0,0,0.054,0.05395,0.0567,0.04975,0.055,0.05765,0.0645,0.04655,0.0444,0.035
000000000000000000a9_0,0,0.0409,0.0478,0.071,0.0567,0.06265,0.0417,0.0394,0.0414999999999999,0.07285,0.0496
0000000000000000082a_0,0,0.04675,0.0384,0.0525,0.0379,0.048,0.05335,0.069,0.0665,0.0718,0.0894
00000000000000000969_0,0,0.0684,0.08145,0.0541,0.07585,0.04705,0.0867,0.0745,0.0792,0.0816,0.08475
0000000000000000096a_0,0,0.0534,0.049,0.0504,0.05725,0.0426,0.0585,0.0522,0.0626,0.0842,0.055
0000000000000000084b_0,0,0.09145,0.0455,0.0485,0.0498,0.04795,0.06685,0.0503,0.0513999999999999,0.0839,0.0423
